,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation,user_split,user_text,target,location
440,iembot_box,"At 7:05 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301105/201709301105",2017-09-30 12:25:32+00:00,0,0,,#BOX,,iembot box,"iembot box At 7:05 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301105/201709301105",0,IA
441,iembot_box,"At 7:49 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301149/201709301149",2017-09-30 12:25:32+00:00,0,0,,#BOX,,iembot box,"iembot box At 7:49 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301149/201709301149",0,IA
442,iembot_box,"At 6:32 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301032/201709301032",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:32 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301032/201709301032",0,IA
443,iembot_box,"At 6:24 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301024/201709301024",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:24 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301024/201709301024",0,IA
444,iembot_box,"At 6:15 AM, Salem [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301015/201709301015",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:15 AM, Salem [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301015/201709301015",0,IA
445,iembot_box,"At 6:31 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301031/201709301031",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:31 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301031/201709301031",0,IA
446,iembot_box,"At 6:42 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301042/201709301042",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:42 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301042/201709301042",0,IA
447,iembot_box,"At 6:43 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301043/201709301043",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:43 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301043/201709301043",0,IA
448,iembot_box,"At 6:36 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301036/201709301036",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:36 AM, Lynn [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301036/201709301036",0,IA
449,iembot_box,"At 6:12 AM, Peabody [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301012/201709301012",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:12 AM, Peabody [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301012/201709301012",0,IA
450,iembot_box,"At 6:05 AM, Salem [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301005/201709301005",2017-09-30 11:08:09+00:00,0,0,,#BOX,,iembot box,"iembot box At 6:05 AM, Salem [Essex Co, MA] AMATEUR RADIO reports FLOOD #BOX https://mesonet.agron.iastate.edu/lsr/#BOX/201709301005/201709301005",0,IA
451,NWSElPaso,"Flash Flood Warning including San Lorenzo NM, Sherman NM, San Juan NM until 6:15 AM MDT ",2017-09-30 09:20:27+00:00,0,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning including San Lorenzo NM, Sherman NM, San Juan NM until 6:15 AM MDT ",0,IA
452,NWSElPaso,"Flash Flood Warning including Grant County, NM until 5:30 AM MDT ",2017-09-30 08:28:13+00:00,2,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning including Grant County, NM until 5:30 AM MDT ",0,IA
453,iembot_epz,"At 1:27 AM, Silver City [Grant Co, NM] TRAINED SPOTTER reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709300727/201709300727",2017-09-30 07:30:04+00:00,0,0,,#EPZ,,iembot epz,"iembot epz At 1:27 AM, Silver City [Grant Co, NM] TRAINED SPOTTER reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709300727/201709300727",0,IA
454,NWSElPaso,"Flash Flood Warning including Silver City NM, Tyrone NM, Rosedale NM until 3:00 AM MDT ",2017-09-30 06:59:58+00:00,0,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning including Silver City NM, Tyrone NM, Rosedale NM until 3:00 AM MDT ",0,IA
455,iembot_mlb,"At 7:40 PM, 6 SSE Roseland [Indian River Co, FL] LAW ENFORCEMENT reports FLOOD #MLB https://mesonet.agron.iastate.edu/lsr/#MLB/201709292340/201709292340",2017-09-30 01:25:47+00:00,1,0,,#MLB,,iembot mlb,"iembot mlb At 7:40 PM, 6 SSE Roseland [Indian River Co, FL] LAW ENFORCEMENT reports FLOOD #MLB https://mesonet.agron.iastate.edu/lsr/#MLB/201709292340/201709292340",0,IA
456,NWSAlbuquerque,"Flash Flood Warning including Belen NM, Los Chavez NM, El Cerro NM until 9:00 PM MDT ",2017-09-30 01:04:00+00:00,2,0,,,,NWSAlbuquerque,"NWSAlbuquerque Flash Flood Warning including Belen NM, Los Chavez NM, El Cerro NM until 9:00 PM MDT ",0,IA
457,iembot_abq,"At 6:46 PM, Belen [Valencia Co, NM] EMERGENCY MNGR reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709300046/201709300046",2017-09-30 00:58:08+00:00,0,0,,#ABQ,,iembot abq,"iembot abq At 6:46 PM, Belen [Valencia Co, NM] EMERGENCY MNGR reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709300046/201709300046",0,IA
458,iembot_abq,"At 5:30 PM, Veguita [Socorro Co, NM] PUBLIC reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292330/201709292330",2017-09-30 00:52:29+00:00,0,0,,#ABQ,,iembot abq,"iembot abq At 5:30 PM, Veguita [Socorro Co, NM] PUBLIC reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292330/201709292330",0,IA
459,iembot_mfl,"At 7:25 PM, 2 W Quail Creek Estates [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",2017-09-29 23:45:42+00:00,0,1,,#MFL,,iembot mfl,"iembot mfl At 7:25 PM, 2 W Quail Creek Estates [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",0,IA
460,iembot_mfl,"At 7:25 PM, 1 SSW Lely [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",2017-09-29 23:45:42+00:00,0,0,,#MFL,,iembot mfl,"iembot mfl At 7:25 PM, 1 SSW Lely [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",0,IA
461,iembot_mfl,"At 7:25 PM, 1 W South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",2017-09-29 23:45:42+00:00,0,0,,#MFL,,iembot mfl,"iembot mfl At 7:25 PM, 1 W South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",0,IA
462,iembot_mfl,"At 7:25 PM, South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",2017-09-29 23:45:42+00:00,0,0,,#MFL,,iembot mfl,"iembot mfl At 7:25 PM, South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",0,IA
463,iembot_mfl,"At 7:25 PM, 1 ESE South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",2017-09-29 23:45:42+00:00,0,0,,#MFL,,iembot mfl,"iembot mfl At 7:25 PM, 1 ESE South Naples [Collier Co, FL] LAW ENFORCEMENT reports FLOOD #MFL https://mesonet.agron.iastate.edu/lsr/#MFL/201709292325/201709292325",0,IA
464,NWSAlbuquerque,"Flash Flood Warning including Belen NM, Los Chavez NM, El Cerro NM until 7:00 PM MDT ",2017-09-29 23:03:29+00:00,0,0,,,,NWSAlbuquerque,"NWSAlbuquerque Flash Flood Warning including Belen NM, Los Chavez NM, El Cerro NM until 7:00 PM MDT ",0,IA
465,iembot_abq,"At 2:54 PM, Acoma Pueblo [Cibola Co, NM] PUBLIC reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292054/201709292054",2017-09-29 22:11:29+00:00,0,0,,#ABQ,,iembot abq,"iembot abq At 2:54 PM, Acoma Pueblo [Cibola Co, NM] PUBLIC reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292054/201709292054",0,IA
466,NWSAlbuquerque,"Flash Flood Warning including Correo NM, South Garcia NM, Suwanee NM until 6:00 PM MDT ",2017-09-29 22:07:47+00:00,1,0,,,,NWSAlbuquerque,"NWSAlbuquerque Flash Flood Warning including Correo NM, South Garcia NM, Suwanee NM until 6:00 PM MDT ",0,IA
467,amysplacestore,There's been a flood in the studio. Literally. That means moving out stock from the shop and… https://www.instagram.com/p/BZpA1BGnv78/,2017-09-29 21:57:18+00:00,0,0,,,,amysplacestore,amysplacestore There's been a flood in the studio. Literally. That means moving out stock from the shop and… https://www.instagram.com/p/BZpA1BGnv78/,0,IA
468,NWSAlbuquerque,Flash Flood Warning including Mesita NM until 5:30 PM MDT ,2017-09-29 21:34:49+00:00,0,0,,,,NWSAlbuquerque,NWSAlbuquerque Flash Flood Warning including Mesita NM until 5:30 PM MDT ,0,IA
469,iembot_abq,"At 3:18 PM, Acoma Pueblo [Cibola Co, NM] LAW ENFORCEMENT reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292118/201709292118",2017-09-29 21:32:18+00:00,1,0,,#ABQ,,iembot abq,"iembot abq At 3:18 PM, Acoma Pueblo [Cibola Co, NM] LAW ENFORCEMENT reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292118/201709292118",0,IA
470,BLifeKingwood,Flooded homeowner sues Chase Bank for advising against buying flood insurance http://bubly.us/bxMf,2017-09-29 21:02:57+00:00,0,0,,,,BLifeKingwood,BLifeKingwood Flooded homeowner sues Chase Bank for advising against buying flood insurance http://bubly.us/bxMf,0,IA
471,iembot_abq,"At 2:47 PM, Farmington [San Juan Co, NM] EMERGENCY MNGR reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292047/201709292047",2017-09-29 20:52:58+00:00,0,0,,#ABQ,,iembot abq,"iembot abq At 2:47 PM, Farmington [San Juan Co, NM] EMERGENCY MNGR reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709292047/201709292047",0,IA
472,NWSAlbuquerque,"Flash Flood Warning including Seama NM, San Fidel NM, Acomita NM until 4:45 PM MDT ",2017-09-29 20:43:47+00:00,0,0,,,,NWSAlbuquerque,"NWSAlbuquerque Flash Flood Warning including Seama NM, San Fidel NM, Acomita NM until 4:45 PM MDT ",0,IA
473,NWSAlbuquerque,"Flash Flood Warning including Farmington NM, Bloomfield NM, Aztec NM until 4:30 PM MDT ",2017-09-29 20:35:16+00:00,0,0,,,,NWSAlbuquerque,"NWSAlbuquerque Flash Flood Warning including Farmington NM, Bloomfield NM, Aztec NM until 4:30 PM MDT ",0,IA
474,iembot_abq,"At 10:00 PM, 3 SW RIO Rancho [Sandoval Co, NM] BROADCAST MEDIA reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709290400/201709290400",2017-09-29 20:25:00+00:00,0,0,,#ABQ,,iembot abq,"iembot abq At 10:00 PM, 3 SW RIO Rancho [Sandoval Co, NM] BROADCAST MEDIA reports FLASH FLOOD #ABQ https://mesonet.agron.iastate.edu/lsr/#ABQ/201709290400/201709290400",0,IA
475,NWSAlbuquerque,Flash Flood Warning including McCartys NM until 3:15 PM MDT ,2017-09-29 19:52:18+00:00,0,0,,,,NWSAlbuquerque,NWSAlbuquerque Flash Flood Warning including McCartys NM until 3:15 PM MDT ,0,IA
476,sstandlick,Only 8 more bottles of all purpose cleaner and we are ready to pack the additional 180 flood… https://www.instagram.com/p/BZoqyieAlhy/,2017-09-29 18:44:41+00:00,0,0,,,,sstandlick,sstandlick Only 8 more bottles of all purpose cleaner and we are ready to pack the additional 180 flood… https://www.instagram.com/p/BZoqyieAlhy/,0,IA
477,jerryinthecut,“i’m gone flood ya block no hurricane ” @miznjspitta WANT MORE link in my bio @… https://www.instagram.com/p/BZom1Y8H3gZ/,2017-09-29 18:11:38+00:00,0,0,@miznjspitta,,,jerryinthecut,jerryinthecut “i’m gone flood ya block no hurricane ” @miznjspitta WANT MORE link in my bio @… https://www.instagram.com/p/BZom1Y8H3gZ/,0,IA
478,FrameCorner901,Long exposure photo of flood and abandoned church. This photo doesn't do it justice. @Frame… https://www.instagram.com/p/BZoeLSWgMK3/,2017-09-29 16:54:28+00:00,0,0,,,,FrameCorner901,FrameCorner901 Long exposure photo of flood and abandoned church. This photo doesn't do it justice. @Frame… https://www.instagram.com/p/BZoeLSWgMK3/,0,IA
479,Paul_Domelowicz,Senate rejects private flood insurance reform: Despite a push in… http://dlvr.it/PrJFTs http://MyRealtorPaul.com http://MyRealtorPaul.com,2017-09-29 16:07:53+00:00,0,0,,,,Paul Domelowicz,Paul Domelowicz Senate rejects private flood insurance reform: Despite a push in… http://dlvr.it/PrJFTs http://MyRealtorPaul.com http://MyRealtorPaul.com,0,IA
480,ProfChris,"Always be prepared. Flood insurance, cracker insurance. #racists #racism #climatechange fema… https://www.instagram.com/p/BZnC3s_latz/",2017-09-29 03:36:40+00:00,1,0,,#racists #racism #climatechange,,ProfChris,"ProfChris Always be prepared. Flood insurance, cracker insurance. #racists #racism #climatechange fema… https://www.instagram.com/p/BZnC3s_latz/",0,IA
481,fateric_3,6-8:30. Wear your bam shirts too if you don't have one get at me ASAP! Let's flood the scene!… https://www.instagram.com/p/BZmoOmhA_fy/,2017-09-28 23:44:55+00:00,0,0,,,,fateric 3,fateric 3 6-8:30. Wear your bam shirts too if you don't have one get at me ASAP! Let's flood the scene!… https://www.instagram.com/p/BZmoOmhA_fy/,0,IA
482,_ms_flood,Drinking a DirtWolf Double IPA by @VictoryBeer @Martic Charter Township — http://untp.beer/s/c508945714,2017-09-28 23:37:35+00:00,0,1,@VictoryBeer,,, ms flood, ms flood Drinking a DirtWolf Double IPA by @VictoryBeer @Martic Charter Township — http://untp.beer/s/c508945714,0,IA
483,NJdivorce,"Legal Issue? #jerseycitylawyer Rain, Rain, Go Away, Don’t Flood Again in Texas Any Day http://dlvr.it/Pr6S2N @jdsupra Call 9733379643",2017-09-28 20:11:33+00:00,0,0,@JDSupra,#jerseycitylawyer,,NJdivorce,"NJdivorce Legal Issue? #jerseycitylawyer Rain, Rain, Go Away, Don’t Flood Again in Texas Any Day http://dlvr.it/Pr6S2N @jdsupra Call 9733379643",0,IA
484,PrplGld,"They’re open! Re-opened today after 2016 flood damage. Best ribs ever. (@Firehouse BBQ in Denham Springs, LA) ",2017-09-28 19:10:38+00:00,0,1,,,,PrplGld,"PrplGld They’re open! Re-opened today after 2016 flood damage. Best ribs ever. (@Firehouse BBQ in Denham Springs, LA) ",0,IA
485,roofconsult,"Another Successful Roofing Project Under our Belt.... NO accidents, NO fires, NO floods, NO… https://www.instagram.com/p/BZmCOUZFx8i/",2017-09-28 18:11:44+00:00,0,0,,,,roofconsult,"roofconsult Another Successful Roofing Project Under our Belt.... NO accidents, NO fires, NO floods, NO… https://www.instagram.com/p/BZmCOUZFx8i/",0,IA
486,USGS_TexasFlood,"#USGS08194000 - Nueces Rv at Cotulla, TX is above NWS flood stage (15ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08194000&amp;t=20170928100000",2017-09-28 15:09:04+00:00,0,0,,#USGS08194000,,USGS TexasFlood,"USGS TexasFlood #USGS08194000 - Nueces Rv at Cotulla, TX is above NWS flood stage (15ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08194000&amp;t=20170928100000",0,IA
487,iembot_epz,"At 5:05 AM, 1 S Canutillo [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281105/201709281105",2017-09-28 12:50:31+00:00,0,0,,#EPZ,,iembot epz,"iembot epz At 5:05 AM, 1 S Canutillo [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281105/201709281105",0,IA
488,iembot_epz,"At 4:19 AM, 1 S Canutillo [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281019/201709281019",2017-09-28 12:50:31+00:00,0,0,,#EPZ,,iembot epz,"iembot epz At 4:19 AM, 1 S Canutillo [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281019/201709281019",0,IA
489,iembot_epz,"At 5:45 AM, 8 NW EL Paso [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281145/201709281145",2017-09-28 12:50:31+00:00,0,0,,#EPZ,,iembot epz,"iembot epz At 5:45 AM, 8 NW EL Paso [El Paso Co, TX] BROADCAST MEDIA reports FLASH FLOOD #EPZ https://mesonet.agron.iastate.edu/lsr/#EPZ/201709281145/201709281145",0,IA
490,NWSElPaso,"Flash Flood Warning continues for Sunland Park TX, Canutillo TX, Santa Teresa NM until 6:30 AM MDT ",2017-09-28 10:41:09+00:00,0,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning continues for Sunland Park TX, Canutillo TX, Santa Teresa NM until 6:30 AM MDT ",0,IA
491,NWSElPaso,"Flash Flood Warning continues for Sunland Park TX, Canutillo TX, Santa Teresa NM until 5:00 AM MDT ",2017-09-28 10:29:04+00:00,0,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning continues for Sunland Park TX, Canutillo TX, Santa Teresa NM until 5:00 AM MDT ",0,IA
492,NWSElPaso,"Flash Flood Warning including Chaparral NM, Westway TX, Vinton TX until 6:15 AM MDT ",2017-09-28 10:19:16+00:00,0,0,,,,NWSElPaso,"NWSElPaso Flash Flood Warning including Chaparral NM, Westway TX, Vinton TX until 6:15 AM MDT ",0,IA
493,NWSElPaso,"Flash Flood Warning including Sunland Park TX, Canutillo TX, Santa Teresa NM until 5:00 AM MDT ",2017-09-28 09:04:18+00:00,1,1,,,,NWSElPaso,"NWSElPaso Flash Flood Warning including Sunland Park TX, Canutillo TX, Santa Teresa NM until 5:00 AM MDT ",0,IA
494,iembot_ewx,"At 4:13 PM, 8 NE Loma Vista [Zavala Co, TX] EMERGENCY MNGR reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709272113/201709272113",2017-09-28 02:07:23+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 4:13 PM, 8 NE Loma Vista [Zavala Co, TX] EMERGENCY MNGR reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709272113/201709272113",0,IA
495,iembot_crp,"At 7:40 PM, 1 SE ST Augustine HS SO [Webb Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #CRP https://mesonet.agron.iastate.edu/lsr/#CRP/201709280040/201709280040",2017-09-28 00:46:32+00:00,0,0,,#CRP,,iembot crp,"iembot crp At 7:40 PM, 1 SE ST Augustine HS SO [Webb Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #CRP https://mesonet.agron.iastate.edu/lsr/#CRP/201709280040/201709280040",0,IA
496,spotternetwork,"Spotr 4 miles E of RICHARDSON, TX @23:54 UTC Flood&gt;-High rainfall rate is leading to water covering LBJ 190 toll way",2017-09-27 23:55:56+00:00,0,0,,,,spotternetwork,"spotternetwork Spotr 4 miles E of RICHARDSON, TX @23:54 UTC Flood&gt;-High rainfall rate is leading to water covering LBJ 190 toll way",0,IA
497,pk1mom98,Sweet flood mmmmmm @Ivey Lane Apartment Homes https://www.instagram.com/p/BZkCfVGjf1z/,2017-09-27 23:35:36+00:00,0,0,,,,pk1mom98,pk1mom98 Sweet flood mmmmmm @Ivey Lane Apartment Homes https://www.instagram.com/p/BZkCfVGjf1z/,0,IA
498,Coolgeekzatl,@ring security package professionally installed by Cool Geekz! Video doorbell and 3 flood light… https://www.instagram.com/p/BZjxiMhFAbB/,2017-09-27 21:07:28+00:00,0,0,@ring,,,Coolgeekzatl,Coolgeekzatl @ring security package professionally installed by Cool Geekz! Video doorbell and 3 flood light… https://www.instagram.com/p/BZjxiMhFAbB/,0,IA
499,Coolgeekzatl,@ring security package professionally installed by Cool Geekz! Video doorbell and 3 flood light… https://www.instagram.com/p/BZjxgAVFUgc/,2017-09-27 21:07:08+00:00,0,0,@ring,,,Coolgeekzatl,Coolgeekzatl @ring security package professionally installed by Cool Geekz! Video doorbell and 3 flood light… https://www.instagram.com/p/BZjxgAVFUgc/,0,IA
500,BLifeMemorial,Local Real Estate Company Offers Hope to Flood Victims on the Purchase of Their New Homes http://bubly.us/bpEm,2017-09-27 21:04:33+00:00,0,0,,,,BLifeMemorial,BLifeMemorial Local Real Estate Company Offers Hope to Flood Victims on the Purchase of Their New Homes http://bubly.us/bpEm,0,IA
501,NWSSanAntonio,"Flash Flood Warning including Uvalde TX, Crystal City TX, Uvalde Estates TX until 5:45 PM CDT ",2017-09-27 19:52:04+00:00,10,2,,,,NWSSanAntonio,"NWSSanAntonio Flash Flood Warning including Uvalde TX, Crystal City TX, Uvalde Estates TX until 5:45 PM CDT ",0,IA
502,iembot_ewx,"At 2:40 PM, 5 ESE Batesville [Zavala Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271940/201709271940",2017-09-27 19:50:38+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 2:40 PM, 5 ESE Batesville [Zavala Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271940/201709271940",0,IA
503,iembot_ewx,"At 1:15 PM, 9 SSW Montell [Uvalde Co, TX] PUBLIC reports FLASH FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271815/201709271815",2017-09-27 19:11:31+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 1:15 PM, 9 SSW Montell [Uvalde Co, TX] PUBLIC reports FLASH FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271815/201709271815",0,IA
504,iembot_ewx,"At 1:15 PM, 9 SSW Montell [Uvalde Co, TX] PUBLIC reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271815/201709271815",2017-09-27 18:28:54+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 1:15 PM, 9 SSW Montell [Uvalde Co, TX] PUBLIC reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271815/201709271815",0,IA
505,USGS_TexasFlood,"#USGS08030500 - Sabine Rv nr Ruliff, TX is above NWS flood stage (24ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08030500&amp;t=20170927114500",2017-09-27 18:05:53+00:00,0,0,,#USGS08030500,,USGS TexasFlood,"USGS TexasFlood #USGS08030500 - Sabine Rv nr Ruliff, TX is above NWS flood stage (24ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08030500&amp;t=20170927114500",0,IA
506,NWSSanAntonio,"Flash Flood Warning including Crystal City TX, La Pryor TX, Batesville TX until 3:00 PM CDT ",2017-09-27 18:05:15+00:00,6,3,,,,NWSSanAntonio,"NWSSanAntonio Flash Flood Warning including Crystal City TX, La Pryor TX, Batesville TX until 3:00 PM CDT ",0,IA
507,USGS_TexasFlood,"#USGS07312200 - Beaver Ck nr Electra, TX is above NWS flood stage (24ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=07312200&amp;t=20170927120000",2017-09-27 18:03:52+00:00,1,1,,#USGS07312200,,USGS TexasFlood,"USGS TexasFlood #USGS07312200 - Beaver Ck nr Electra, TX is above NWS flood stage (24ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=07312200&amp;t=20170927120000",0,IA
508,iembot_ewx,"At 12:38 PM, 12 SSW Juno [Val Verde Co, TX] DEPT OF HIGHWAYS reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271738/201709271738",2017-09-27 17:41:03+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 12:38 PM, 12 SSW Juno [Val Verde Co, TX] DEPT OF HIGHWAYS reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271738/201709271738",0,IA
509,iembot_crp,"At 9:00 AM, Millet [La Salle Co, TX] DEPT OF HIGHWAYS reports FLOOD #CRP https://mesonet.agron.iastate.edu/lsr/#CRP/201709271400/201709271400",2017-09-27 17:16:06+00:00,0,0,,#CRP,,iembot crp,"iembot crp At 9:00 AM, Millet [La Salle Co, TX] DEPT OF HIGHWAYS reports FLOOD #CRP https://mesonet.agron.iastate.edu/lsr/#CRP/201709271400/201709271400",0,IA
510,iembot_ewx,"At 12:09 PM, 18 SE Spofford [Maverick Co, TX] DEPT OF HIGHWAYS reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271709/201709271709",2017-09-27 17:12:19+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 12:09 PM, 18 SE Spofford [Maverick Co, TX] DEPT OF HIGHWAYS reports FLOOD #EWX https://mesonet.agron.iastate.edu/lsr/#EWX/201709271709/201709271709",0,IA
